VendorNumber,VendorName,Brand,PurchasePrice,ActualPrice,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
6213,MHW LTD,5376,9.77,12.99,256,2501.12,267,3468.33,1091.16,210.39,9621.58,967.21,27.88690810851332,1.04296875,1.386710753582395
2000,SOUTHERN WINE & SPIRITS NE,21858,25.97,49.99,96,2493.12,43,1853.5700000000002,1685.6100000000001,4.74,19016.59,-639.5499999999997,-34.503687478757186,0.4479166666666667,0.7434740405596202
9552,M S WALKER INC,24170,25.97,39.99,96,2493.12,75,2999.25,2599.35,8.27,55551.82,506.1300000000001,16.875218804701177,0.78125,1.2030106854062381
1703,ALISA CARR BEVERAGES,19124,23.97,34.99,104,2492.88,29,2029.71,489.92999999999995,3.25,172.0,-463.1700000000001,-22.819516088505257,0.27884615384615385,0.8142028497159911
3950,"HOOD RIVER DISTILLERS, Inc.",372,17.3,22.49,144,2491.2,120,2698.8,449.79999999999995,94.39999999999999,117.52000000000001,207.60000000000036,7.692307692307705,0.8333333333333334,1.0833333333333335
10754,PERFECTA WINES,25748,14.470000000000002,21.99,172,2488.8399999999997,86,1891.1399999999999,351.84,9.66,28720.52,-597.6999999999998,-31.605275125056835,0.5,0.7598479612992398
4425,MARTIGNETTI COMPANIES,24963,15.17,21.99,164,2487.88,367,8070.33,4771.83,40.74,144929.24,5582.45,69.17251215253899,2.2378048780487805,3.2438582246732155
4950,LATITUDE BEVERAGE COMPANY,23979,7.58,10.99,328,2486.24,105,1153.95,483.56,11.72,1610.0,-1332.2899999999997,-115.45474240651671,0.3201219512195122,0.4641345968209023
4425,MARTIGNETTI COMPANIES,25339,23.02,34.99,108,2486.16,293,10252.07,5668.38,32.550000000000004,144929.24,7765.91,75.74967786993261,2.712962962962963,4.123656562731281
9165,ULTRA BEVERAGE COMPANY LLP,17148,5.26,7.99,472,2482.72,92,827.08,458.49,10.23,68054.7,-1655.6399999999999,-200.17894278667114,0.19491525423728814,0.33313462653863507
7153,PINE STATE TRADING CO,20316,62.06,89.99,40,2482.4,32,2879.68,1799.8,14.4,15884.82,397.27999999999975,13.795977330814527,0.8,1.1600386722526586
6785,PALM BAY INTERNATIONAL INC,36197,5.8,8.99,428,2482.3999999999996,175,1573.25,863.04,5.1,13605.41,-909.1499999999996,-57.7880184331797,0.4088785046728972,0.6337616822429908
4692,KOBRAND CORPORATION,27781,20.68,29.99,120,2481.6,11,329.89,269.90999999999997,1.21,9139.38,-2151.71,-652.2507502500833,0.09166666666666666,0.13293439716312055
12331,STELLAR IMPORTING CO LLC,45329,10.34,14.99,240,2481.6,101,1513.99,299.8,11.33,119.23,-967.6099999999999,-63.91125436759819,0.42083333333333334,0.6100862346872985
2876,CENTEUR IMPORTS LLC,23625,6.89,9.99,360,2480.4,144,1492.56,71.43,16.19,31.5,-987.8400000000001,-66.18427399903523,0.4,0.6017416545718433
1590,DIAGEO CHATEAU ESTATE WINES,22918,7.38,10.99,336,2479.6800000000003,144,1582.56,131.88,32.400000000000006,7259.75,-897.1200000000003,-56.687898089171995,0.42857142857142855,0.638211382113821
90017,THE IMPORTED GRAPE LLC,15178,7.38,12.49,336,2479.6800000000003,155,1923.95,593.52,17.330000000000002,80.03,-555.7300000000002,-28.884846279788988,0.46130952380952384,0.7758864046973802
4692,KOBRAND CORPORATION,27789,51.61,79.99,48,2477.28,2,159.98,79.99,0.22,9139.38,-2317.3,-1448.493561695212,0.041666666666666664,0.06457889297939674
9165,ULTRA BEVERAGE COMPANY LLP,20980,12.9,19.99,192,2476.8,65,1299.35,1059.47,7.17,68054.7,-1177.4500000000003,-90.61838611613501,0.3385416666666667,0.5246083656330749
9552,M S WALKER INC,24561,10.32,15.99,240,2476.8,82,1311.18,895.44,9.09,55551.82,-1165.6200000000001,-88.89854939825196,0.3416666666666667,0.5293846899224806
7153,PINE STATE TRADING CO,23951,7.279999999999999,10.99,340,2475.2,569,6253.31,2055.13,63.61,15884.82,3778.1100000000006,60.417762752846095,1.673529411764706,2.5263857466063353
2000,SOUTHERN WINE & SPIRITS NE,1248,47.44,64.99,52,2466.88,81,5264.19,3834.41,63.93,19016.59,2797.3099999999995,53.138469546122,1.5576923076923077,2.1339465235439095
8673,STE MICHELLE WINE ESTATES,38631,2.95,4.49,836,2466.2,418,1876.8200000000002,314.3,46.96,15919.7,-589.3799999999997,-31.40311804008907,0.5,0.7610169491525425
9165,ULTRA BEVERAGE COMPANY LLP,18263,12.58,18.99,196,2465.6800000000003,96,1823.04,1310.31,10.58,68054.7,-642.6400000000003,-35.25100930314202,0.4897959183673469,0.7393660166769409
9165,ULTRA BEVERAGE COMPANY LLP,4748,16.66,23.99,148,2465.68,422,8857.779999999999,6129.08,332.7,68054.7,6392.0999999999985,72.16367983851484,2.8513513513513513,3.5924288634372665
9165,ULTRA BEVERAGE COMPANY LLP,23266,68.49,99.99,36,2465.64,1,99.99,99.99,0.06,68054.7,-2365.65,-2365.886588658866,0.027777777777777776,0.04055336545481092
10754,PERFECTA WINES,19960,9.2,13.99,268,2465.6,85,1189.15,391.72,9.540000000000001,28720.52,-1276.4499999999998,-107.34137829542108,0.31716417910447764,0.48229639844256983
9552,M S WALKER INC,25191,7.33,12.99,336,2462.8799999999997,69,858.3100000000001,431.64,7.67,55551.82,-1604.5699999999997,-186.9452761822651,0.20535714285714285,0.3484985058143313
10754,PERFECTA WINES,21443,102.59,204.99,24,2462.16,12,1895.88,631.96,1.36,28720.52,-566.2799999999997,-29.868979049306905,0.5,0.7700068232771227
3252,E & J GALLO WINERY,42752,2.56,3.7900000000000005,960,2457.6,433,1641.07,151.6,48.68,61966.91,-816.53,-49.75595190942495,0.4510416666666667,0.6677530924479167
90017,THE IMPORTED GRAPE LLC,25548,10.06,14.99,244,2454.64,14,209.86,194.87,1.54,80.03,-2244.7799999999997,-1069.6559611169348,0.05737704918032787,0.0854952253690969
10754,PERFECTA WINES,42423,16.55,24.99,148,2449.4,212,6481.88,3754.7599999999998,23.53,28720.52,4032.48,62.21158059081624,1.4324324324324325,2.646313382869274
3252,E & J GALLO WINERY,22398,34.01,49.99,72,2448.7200000000003,122,6083.780000000001,4184.16,13.5,61966.91,3635.0600000000004,59.75002383386645,1.6944444444444444,2.484473520859878
9165,ULTRA BEVERAGE COMPANY LLP,26257,67.97,103.99,36,2446.92,3,311.96999999999997,311.96999999999997,0.33,68054.7,-2134.9500000000003,-684.3446485238967,0.08333333333333333,0.12749497327252218
4425,MARTIGNETTI COMPANIES,34803,11.76,17.99,208,2446.08,166,3154.3399999999997,2126.8799999999997,18.38,144929.24,708.2599999999998,22.45350849940082,0.7980769230769231,1.2895489926739925
7153,PINE STATE TRADING CO,17841,7.28,14.99,336,2446.08,168,2326.32,267.8,18.86,15884.82,-119.75999999999976,-5.148044980914051,0.5,0.9510400313971743
90010,VINEXTRA INC,26273,12.74,18.99,192,2446.08,1,18.99,18.99,0.11,524.94,-2427.09,-12780.88467614534,0.005208333333333333,0.007763441915227629
10754,PERFECTA WINES,24857,8.49,12.99,288,2445.12,193,2299.07,1540.7,21.35,28720.52,-146.04999999999973,-6.3525686473226015,0.6701388888888888,0.9402687802643634
4425,MARTIGNETTI COMPANIES,24424,21.05,31.99,116,2441.8,200,6398.0,3710.8399999999997,22.2,144929.24,3956.2,61.834948421381675,1.7241379310344827,2.6201982144319764
2876,CENTEUR IMPORTS LLC,22864,8.72,12.99,280,2441.6,94,1221.06,753.42,10.48,31.5,-1220.54,-99.95741405008764,0.3357142857142857,0.5001064875491481
90047,CRUSH WINES,22934,22.6,32.99,108,2440.7999999999997,38,1235.6200000000001,1070.67,4.18,1457.73,-1205.1799999999996,-97.53645942927433,0.35185185185185186,0.5062356604392003
90047,CRUSH WINES,21769,5.98,9.79,408,2439.84,71,695.0899999999999,244.74999999999997,4.0,1457.73,-1744.7500000000002,-251.01066049000855,0.17401960784313725,0.2848916322381795
2000,SOUTHERN WINE & SPIRITS NE,14236,1.7100000000000002,2.49,1424,2435.04,1193,2970.57,1628.46,34.74,19016.59,535.5300000000002,18.02785324028722,0.8377808988764045,1.2199265720480978
4425,MARTIGNETTI COMPANIES,35266,13.51,19.99,180,2431.8,273,5457.2699999999995,3138.43,30.35,144929.24,3025.4699999999993,55.43925809058374,1.5166666666666666,2.2441278065630392
90047,CRUSH WINES,19706,8.44,13.99,288,2430.7200000000003,41,573.59,209.85,4.57,1457.73,-1857.13,-323.77307833121216,0.1423611111111111,0.23597534886782515
9552,M S WALKER INC,41087,4.19,10.99,580,2430.2,255,2068.95,954.8000000000001,28.42,55551.82,-361.25,-17.460547620773823,0.4396551724137931,0.8513496831536499
90024,VINILANDIA USA,18846,7.23,10.99,336,2429.28,72,791.28,43.96,8.100000000000001,2802.64,-1638.0000000000002,-207.0063694267516,0.21428571428571427,0.3257261410788381
4692,KOBRAND CORPORATION,27785,20.13,29.99,120,2415.6,17,509.83,329.89,1.8800000000000001,9139.38,-1905.77,-373.8049938214699,0.14166666666666666,0.21105729425401556
17037,Dunn Wine Brokers,11880,25.16,36.99,96,2415.36,10,369.90000000000003,295.92,1.1,358.03000000000003,-2045.46,-552.9764801297648,0.10416666666666667,0.15314487281399047
4425,MARTIGNETTI COMPANIES,21252,8.05,11.99,300,2415.0,192,2302.08,119.9,21.6,144929.24,-112.92000000000007,-4.905129274395333,0.64,0.9532422360248447
4425,MARTIGNETTI COMPANIES,34022,16.77,25.99,144,2414.88,188,4886.12,1923.26,20.98,144929.24,2471.24,50.576735733056076,1.3055555555555556,2.02333863380375
10754,PERFECTA WINES,21831,23.22,49.99,104,2414.88,99,3563.01,1691.5300000000002,11.01,28720.52,1148.13,32.223597463942006,0.9519230769230769,1.4754397734048896
3252,E & J GALLO WINERY,8908,4.57,6.99,528,2412.96,260,1817.3999999999999,293.58,58.43000000000001,61966.91,-595.5600000000002,-32.76989105315287,0.49242424242424243,0.7531828128108214
8112,MOET HENNESSY USA INC,33930,17.23,25.99,140,2412.2,58,1569.4199999999998,863.68,6.470000000000001,48347.26,-842.78,-53.70009302799761,0.4142857142857143,0.6506176933919243
9552,M S WALKER INC,18786,12.830000000000002,18.99,188,2412.04,94,1785.06,265.85999999999996,10.56,55551.82,-626.98,-35.12374934175882,0.5,0.740062353858145
2000,SOUTHERN WINE & SPIRITS NE,23497,54.79,79.99,44,2410.76,68,5439.32,2879.64,7.58,19016.59,3028.5599999999995,55.67901870086701,1.5454545454545454,2.256267732997063
9165,ULTRA BEVERAGE COMPANY LLP,20426,9.86,14.99,244,2405.8399999999997,296,4441.04,2297.4700000000003,32.980000000000004,68054.7,2035.2000000000003,45.82710356132799,1.2131147540983607,1.8459415422471988
90024,VINILANDIA USA,44925,9.86,14.99,244,2405.8399999999997,77,1154.23,809.46,8.540000000000001,2802.64,-1251.6099999999997,-108.43679336007553,0.3155737704918033,0.47976174641705194
9552,M S WALKER INC,19544,16.66,24.99,144,2399.04,33,824.67,474.80999999999995,3.67,55551.82,-1574.37,-190.9090909090909,0.22916666666666666,0.34375
90047,CRUSH WINES,24368,12.49,18.99,192,2398.08,96,1823.04,37.98,5.4,1457.73,-575.04,-31.542917324907844,0.5,0.7602081665332265
1650,Circa Wines,16274,9.99,14.49,240,2397.6,29,420.21,57.96,3.2600000000000002,211.97,-1977.3899999999999,-470.57185692867847,0.12083333333333333,0.17526276276276276
4425,MARTIGNETTI COMPANIES,43134,46.05,69.99,52,2394.6,138,9658.619999999999,6159.12,15.26,144929.24,7264.019999999999,75.20763835827478,2.6538461538461537,4.0335003758456525
10754,PERFECTA WINES,12052,8.55,13.99,280,2394.0,125,1981.75,1344.1299999999999,13.83,28720.52,-412.25,-20.80232118077457,0.44642857142857145,0.8277986633249791
1392,CONSTELLATION BRANDS INC,40246,3.56,5.489999999999999,672,2392.3199999999997,294,1614.06,697.23,16.61,79528.99,-778.2599999999998,-48.2175383814728,0.4375,0.674683988764045
2000,SOUTHERN WINE & SPIRITS NE,23323,54.24,82.99,44,2386.56,54,4481.46,995.8799999999999,6.06,19016.59,2094.9,46.74592655072231,1.2272727272727273,1.877790627514079
1392,CONSTELLATION BRANDS INC,21775,7.18,10.99,332,2383.7599999999998,84,923.16,505.54,9.34,79528.99,-1460.6,-158.2174270982278,0.25301204819277107,0.3872705305903279
90010,VINEXTRA INC,22367,9.93,16.99,240,2383.2,99,1484.01,374.75,11.08,524.94,-899.1899999999998,-60.59190975802049,0.4125,0.6226963746223565
4425,MARTIGNETTI COMPANIES,25017,8.16,11.99,292,2382.7200000000003,474,5683.26,3093.42,52.62,144929.24,3300.54,58.07476694713949,1.6232876712328768,2.385198428686543
1650,Circa Wines,15323,24.82,35.99,96,2382.72,13,463.87,463.87,1.43,211.97,-1918.85,-413.6611550649967,0.13541666666666666,0.19468086892291164
4692,KOBRAND CORPORATION,27794,24.82,35.99,96,2382.72,3,107.97,71.98,0.33,9139.38,-2274.75,-2106.835232008891,0.03125,0.045313759065269944
10754,PERFECTA WINES,19576,8.27,11.99,288,2381.7599999999998,88,1055.12,131.89000000000001,9.89,28720.52,-1326.6399999999999,-125.73356585032982,0.3055555555555556,0.443000134354427
90024,VINILANDIA USA,24714,8.27,11.99,288,2381.7599999999998,13,155.87,155.87,1.43,2802.64,-2225.89,-1428.0425996022325,0.04513888888888889,0.0654432016659949
9552,M S WALKER INC,36572,14.52,27.99,164,2381.2799999999997,94,2377.06,686.7199999999999,10.52,55551.82,-4.2199999999998,-0.17753022641413344,0.573170731707317,0.9982278438486865
9165,ULTRA BEVERAGE COMPANY LLP,25187,7.53,12.99,316,2379.48,958,10880.42,6769.96,106.14,68054.7,8500.94,78.13062363401413,3.0316455696202533,4.572604098374435
9552,M S WALKER INC,23426,45.75,69.99,52,2379.0,3,215.96999999999997,215.96999999999997,0.33,55551.82,-2163.03,-1001.5418808167803,0.057692307692307696,0.09078184110970995
4425,MARTIGNETTI COMPANIES,12390,3.86,5.989999999999999,616,2377.76,241,1443.59,401.33000000000004,27.040000000000003,144929.24,-934.1700000000003,-64.71158708497568,0.3912337662337662,0.6071218289482537
9552,M S WALKER INC,19566,14.14,29.99,168,2375.52,270,5802.299999999999,3244.99,30.01,55551.82,3426.7799999999993,59.05899384726746,1.6071428571428572,2.442538896746817
4692,KOBRAND CORPORATION,25293,12.9,19.99,184,2373.6000000000004,59,1179.4099999999999,919.54,6.53,9139.38,-1194.1900000000005,-101.25316895736009,0.32065217391304346,0.4968865857768789
4692,KOBRAND CORPORATION,7436,37.03,49.99,64,2369.92,1,49.99,49.99,0.79,9139.38,-2319.9300000000003,-4640.788157631527,0.015625,0.02109353902241426
7239,REMY COINTREAU USA INC,1874,84.61,109.99,28,2369.08,122,13418.779999999999,11768.93,96.26,16978.67,11049.699999999999,82.34504179962708,4.357142857142857,5.664131223935029
9552,M S WALKER INC,25324,24.67,37.99,96,2368.32,4,151.96,151.96,0.44,55551.82,-2216.36,-1458.515398789155,0.041666666666666664,0.06416362653695447
90017,THE IMPORTED GRAPE LLC,20952,16.44,24.99,144,2367.36,56,1399.44,699.7199999999999,6.28,80.03,-967.9200000000001,-69.16480878065512,0.3888888888888889,0.5911394971613949
90024,VINILANDIA USA,25305,16.44,24.99,144,2367.36,41,1024.59,474.80999999999995,4.59,2802.64,-1342.7700000000002,-131.0543729686997,0.2847222222222222,0.43279856042173553
90024,VINILANDIA USA,25357,15.17,21.99,156,2366.52,43,945.5699999999999,285.87,4.8100000000000005,2802.64,-1420.95,-150.2744376407881,0.27564102564102566,0.39956138126869833
8892,TRINCHERO FAMILY ESTATES,22276,9.86,14.99,240,2366.3999999999996,11,164.89000000000001,149.9,1.21,11595.97,-2201.5099999999998,-1335.1385772333067,0.04583333333333333,0.06967968221771469
90024,VINILANDIA USA,18131,8.21,11.99,288,2364.48,114,1392.86,421.66,12.74,2802.64,-971.6200000000001,-69.75719024166106,0.3958333333333333,0.5890766680200298
4425,MARTIGNETTI COMPANIES,1267,21.89,29.99,108,2364.12,136,4078.64,2669.1099999999997,107.29,144929.24,1714.52,42.03656120667674,1.2592592592592593,1.72522545386867
9552,M S WALKER INC,21078,6.49,9.99,364,2362.3599999999997,182,2108.18,617.46,10.32,55551.82,-254.17999999999984,-12.0568452409187,0.5,0.8924042059635281
9165,ULTRA BEVERAGE COMPANY LLP,19003,10.32,15.99,228,2352.96,109,1829.9099999999999,820.51,12.190000000000001,68054.7,-523.0500000000002,-28.583372952768183,0.4780701754385965,0.7777055283557731
4692,KOBRAND CORPORATION,20265,49.01,74.99,48,2352.48,24,1799.76,149.98,2.7,9139.38,-552.72,-30.71076143485798,0.5,0.765047949398082
9165,ULTRA BEVERAGE COMPANY LLP,26520,3.54,5.49,664,2350.56,332,1822.6799999999998,614.88,37.14,68054.7,-527.8800000000001,-28.961748633879793,0.5,0.7754237288135593
9552,M S WALKER INC,20770,14.33,29.99,164,2350.12,298,6404.0199999999995,3782.24,33.09,55551.82,4053.8999999999996,63.30242566387988,1.8170731707317074,2.724975745919357
4692,KOBRAND CORPORATION,16195,8.16,11.99,288,2350.08,18,215.82,107.91,2.0100000000000002,9139.38,-2134.2599999999998,-988.907422852377,0.0625,0.09183517156862746
9165,ULTRA BEVERAGE COMPANY LLP,23857,12.24,17.99,192,2350.08,19,341.80999999999995,305.83,2.09,68054.7,-2008.27,-587.5398613264681,0.09895833333333333,0.14544611247276687
90047,CRUSH WINES,22168,7.43,10.99,316,2347.88,454,4989.46,2099.09,50.61,1457.73,2641.58,52.94320427461088,1.4367088607594938,2.12509157197131
4425,MARTIGNETTI COMPANIES,44302,5.47,7.99,428,2341.16,193,1542.07,950.8100000000001,21.41,144929.24,-799.0899999999999,-51.81930781352337,0.45093457943925236,0.658677749491705
7749,R.P.IMPORTS INC,16399,29.24,42.99,80,2339.2,50,2149.5,687.84,5.6000000000000005,91.5,-189.69999999999982,-8.825308211211901,0.625,0.91890389876881
3252,E & J GALLO WINERY,27444,16.23,24.99,144,2337.12,6,164.94,164.94,0.66,61966.91,-2172.18,-1316.951618770462,0.041666666666666664,0.07057403984391046
1650,Circa Wines,25478,12.160000000000002,17.99,192,2334.72,50,899.5,107.94,5.62,211.97,-1435.2199999999998,-159.55753196220118,0.2604166666666667,0.3852710389254386
17035,PERNOD RICARD USA,41778,6.7,13.99,348,2331.6000000000004,274,2773.26,1330.68,30.560000000000002,123780.22,441.65999999999985,15.925661495856854,0.7873563218390804,1.1894235717961914
7153,PINE STATE TRADING CO,25360,52.97,79.99,44,2330.6800000000003,19,1519.81,1519.81,4.18,15884.82,-810.8700000000003,-53.353379698778156,0.4318181818181818,0.652088660820018
10754,PERFECTA WINES,18736,11.64,16.99,200,2328.0,54,917.46,203.88,6.0600000000000005,28720.52,-1410.54,-153.74403243738146,0.27,0.3940979381443299
653,STATE WINE & SPIRITS,20119,11.18,16.99,208,2325.44,76,1287.24,539.68,8.46,8014.9800000000005,-1038.2,-80.6531804480905,0.36538461538461536,0.5535468556488234
9552,M S WALKER INC,19559,145.15,224.99,16,2322.4,10,2249.9,1349.94,1.12,55551.82,-72.5,-3.2223654384639318,0.625,0.9687822941784361
90024,VINILANDIA USA,26303,16.12,24.99,144,2321.2799999999997,27,674.73,349.85999999999996,3.0,2802.64,-1646.5499999999997,-244.03094571161793,0.1875,0.2906715260545906
9552,M S WALKER INC,24222,9.67,14.99,240,2320.8,72,1079.28,374.75,8.040000000000001,55551.82,-1241.5200000000002,-115.03224371803427,0.3,0.4650465356773526
9552,M S WALKER INC,12690,19.33,28.99,120,2319.6,46,1333.54,318.89,5.18,55551.82,-986.06,-73.94303882898151,0.38333333333333336,0.5749008449732712
7239,REMY COINTREAU USA INC,4574,25.19,31.99,92,2317.48,150,4798.5,2367.2599999999998,118.26,16978.67,2481.02,51.70407418985099,1.6304347826086956,2.0705680307920673
90024,VINILANDIA USA,25148,12.07,17.99,192,2317.44,51,917.49,125.92999999999999,5.73,2802.64,-1399.95,-152.58476931628684,0.265625,0.39590669014084506
2000,SOUTHERN WINE & SPIRITS NE,23493,24.13,34.99,96,2316.48,86,3009.14,1329.6200000000001,9.58,19016.59,692.6599999999999,23.01853685770685,0.8958333333333334,1.2990140212736565
10754,PERFECTA WINES,5126,41.35,54.989999999999995,56,2315.6,143,7863.570000000001,6268.860000000001,112.84,28720.52,5547.970000000001,70.55281507000002,2.5535714285714284,3.3959103472102266
9165,ULTRA BEVERAGE COMPANY LLP,25789,6.89,11.99,336,2315.04,1038,10461.62,7378.6900000000005,114.75,68054.7,8146.580000000001,77.8711136516142,3.0892857142857144,4.518980233602876
3960,DIAGEO NORTH AMERICA INC,277,11.1,13.99,208,2308.7999999999997,60,869.4,144.9,63.0,257032.07,-1439.3999999999996,-165.56245686680467,0.28846153846153844,0.3765592515592516
90047,CRUSH WINES,23843,48.02,72.99,48,2304.96,24,1751.76,145.98,2.7,1457.73,-553.2,-31.579668447732566,0.5,0.7599958350687214
3252,E & J GALLO WINERY,19374,11.99,17.99,192,2302.08,71,1135.29,271.83,31.950000000000003,61966.91,-1166.79,-102.77462146235763,0.3697916666666667,0.4931583611342786
8673,STE MICHELLE WINE ESTATES,21385,11.99,17.99,192,2302.08,178,3496.22,2102.94,19.740000000000002,15919.7,1194.1399999999999,34.15517330145128,0.9270833333333334,1.518722199054768
1650,Circa Wines,24513,7.99,11.99,288,2301.12,55,659.4499999999999,131.89000000000001,6.17,211.97,-1641.67,-248.94533323223902,0.1909722222222222,0.28657784035600053
9165,ULTRA BEVERAGE COMPANY LLP,19251,7.99,11.99,288,2301.12,136,2120.64,625.58,15.200000000000001,68054.7,-180.48000000000002,-8.510638297872342,0.4722222222222222,0.9215686274509803
4425,MARTIGNETTI COMPANIES,19071,5.99,8.99,384,2300.16,172,1546.28,161.82,19.34,144929.24,-753.8799999999999,-48.75442998680704,0.4479166666666667,0.6722488870339455
90011,FORTUNE WINE BROKERS LLC,40755,9.58,14.99,240,2299.2,114,1708.86,299.8,12.8,238.60999999999999,-590.3399999999999,-34.545837575927806,0.475,0.743241127348643
8320,SHAW ROSS INT L IMP LTD,22279,4.45,6.49,516,2296.2,204,1323.96,1057.8700000000001,22.46,3151.92,-972.2399999999998,-73.43424272636634,0.3953488372093023,0.5765874052782859
4425,MARTIGNETTI COMPANIES,2710,15.93,21.99,144,2293.92,83,1825.1699999999998,1341.3899999999999,65.47,144929.24,-468.7500000000002,-25.68253916073573,0.5763888888888888,0.7956554718560367
9744,FREDERICK WILDMAN & SONS,26826,7.739999999999999,11.99,296,2291.04,105,1258.95,395.67,11.73,3999.93,-1032.09,-81.98022161324913,0.3547297297297297,0.5495102660800335
2000,SOUTHERN WINE & SPIRITS NE,40822,15.06,21.99,152,2289.12,39,783.6099999999999,623.6899999999999,4.3,19016.59,-1505.51,-192.12490907466727,0.2565789473684211,0.3423193192143706
10754,PERFECTA WINES,43729,47.64,70.99,48,2286.72,8,567.92,496.92999999999995,0.88,28720.52,-1718.7999999999997,-302.6482603183547,0.16666666666666666,0.24835572348166807
90024,VINILANDIA USA,25304,23.8,34.99,96,2284.8,7,244.93,244.93,0.77,2802.64,-2039.8700000000001,-832.8379537010575,0.07291666666666667,0.10719975490196078
2242,DELICATO VINEYARDS INC,21538,9.52,13.99,240,2284.7999999999997,68,1069.32,617.61,7.5200000000000005,7982.65,-1215.4799999999998,-113.668499607227,0.2833333333333333,0.46801470588235294
10754,PERFECTA WINES,21504,6.8,9.99,336,2284.7999999999997,144,1438.56,119.88,16.200000000000003,28720.52,-846.2399999999998,-58.825492158825476,0.42857142857142855,0.6296218487394959
10754,PERFECTA WINES,23966,9.52,13.99,240,2284.7999999999997,90,1259.1,307.78000000000003,10.08,28720.52,-1025.6999999999998,-81.46294972599475,0.375,0.5510766806722689
9165,ULTRA BEVERAGE COMPANY LLP,25176,3.48,5.29,656,2282.88,280,1481.2,391.46,31.44,68054.7,-801.6800000000001,-54.123683499864974,0.4268292682926829,0.648829548640314
8673,STE MICHELLE WINE ESTATES,19568,6.07,8.99,376,2282.32,154,1452.46,1081.8500000000001,17.0,15919.7,-829.8600000000001,-57.134792008041536,0.4095744680851064,0.6363962985032774
9815,WINE GROUP INC,39747,5.33,8.99,428,2281.2400000000002,198,1682.02,307.64,44.5,27100.41,-599.2200000000003,-35.625022294621964,0.46261682242990654,0.7373270677350914
8004,SAZERAC CO INC,5954,2.96,3.99,768,2273.28,384,1532.16,15.96,80.64,50293.62,-741.1200000000001,-48.37092731829574,0.5,0.6739864864864865
10754,PERFECTA WINES,23902,10.52,15.99,216,2272.32,329,5260.71,3118.05,36.550000000000004,28720.52,2988.39,56.80583039171518,1.5231481481481481,2.3151272708069284
12331,STELLAR IMPORTING CO LLC,17464,7.89,11.99,288,2272.32,108,1294.92,143.88,12.14,119.23,-977.4000000000001,-75.47956630525438,0.375,0.5698669201520913
7749,R.P.IMPORTS INC,16398,25.8,39.99,88,2270.4,77,3079.23,1159.71,8.59,91.5,808.8299999999999,26.26728110599078,0.875,1.35625
2000,SOUTHERN WINE & SPIRITS NE,23337,94.59,139.99,24,2270.16,57,7979.43,3359.76,6.3500000000000005,19016.59,5709.27,71.54984754550138,2.375,3.5149196532403004
1650,Circa Wines,24147,5.910000000000001,9.99,384,2269.44,168,1676.32,727.27,18.740000000000002,211.97,-593.1200000000001,-35.3822659158156,0.4375,0.738649182177101
8892,TRINCHERO FAMILY ESTATES,33067,5.91,10.99,384,2269.44,107,961.93,152.83,12.020000000000001,11595.97,-1307.5100000000002,-135.92569105860096,0.2786458333333333,0.423862274393683
6785,PALM BAY INTERNATIONAL INC,24015,12.33,18.99,184,2268.7200000000003,143,2715.5699999999997,1196.37,15.950000000000001,13605.41,446.84999999999945,16.455108872170467,0.7771739130434783,1.196961282132656
6785,PALM BAY INTERNATIONAL INC,16148,9.45,13.99,240,2268.0,36,503.64,195.86,4.0200000000000005,13605.41,-1764.3600000000001,-350.3216583273767,0.15,0.22206349206349205
2000,SOUTHERN WINE & SPIRITS NE,10374,5.19,8.99,436,2262.84,208,1823.92,863.0,23.12,19016.59,-438.9200000000001,-24.06465195841923,0.47706422018348627,0.8060313588234254
653,STATE WINE & SPIRITS,19653,5.88,8.99,384,2257.92,160,1758.3999999999999,461.58,17.91,8014.9800000000005,-499.5200000000002,-28.407643312101925,0.4166666666666667,0.7787698412698412
4425,MARTIGNETTI COMPANIES,24975,11.76,17.99,192,2257.92,512,9210.88,4749.36,57.04,144929.24,6952.959999999999,75.4863813229572,2.6666666666666665,4.079365079365079
90047,CRUSH WINES,15774,7.61,13.99,296,2252.56,68,981.32,575.6,10.2,1457.73,-1271.2399999999998,-129.5438796722781,0.22972972972972974,0.43564655325496326
653,STATE WINE & SPIRITS,23784,11.72,16.99,192,2250.24,65,1247.35,763.5999999999999,7.21,8014.9800000000005,-1002.8899999999999,-80.4016515011825,0.3385416666666667,0.5543186504550626
4425,MARTIGNETTI COMPANIES,2743,62.49,79.99,36,2249.64,115,9198.85,6479.19,90.73,144929.24,6949.210000000001,75.54433434614111,3.1944444444444446,4.089032022901442
8892,TRINCHERO FAMILY ESTATES,13959,9.52,13.99,236,2246.72,66,923.34,405.71,7.36,11595.97,-1323.3799999999997,-143.32531895076565,0.2796610169491525,0.41097243982338705
1590,DIAGEO CHATEAU ESTATE WINES,10242,15.17,21.99,148,2245.16,680,14953.199999999999,5673.419999999999,75.88,7259.75,12708.039999999999,84.9854211807506,4.594594594594595,6.6601934828698175
9744,FREDERICK WILDMAN & SONS,27137,15.58,23.99,144,2243.52,17,407.83,215.91,1.8900000000000001,3999.93,-1835.69,-450.1115660937155,0.11805555555555555,0.18178130794465838
