VendorNumber,VendorName,Brand,PurchasePrice,ActualPrice,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
7153,PINE STATE TRADING CO,10453,5.29,9.99,22644,119786.76,10206,99045.3,53278.36,1134.74,15884.82,-20741.459999999992,-20.94138742575366,0.4507154213036566,0.8268468067756404
6785,PALM BAY INTERNATIONAL INC,2876,24.440000000000005,39.49,4896,119658.23999999999,1690,56257.100000000006,47326.79,1333.04,13605.41,-63401.139999999985,-112.69891267057844,0.3451797385620915,0.47014814859386206
8673,STE MICHELLE WINE ESTATES,46621,15.48,23.99,7708,119319.84,3338,82626.62,54240.119999999995,369.89,15919.7,-36693.22,-44.40847271738818,0.43305656460819925,0.692480144123559
3252,E & J GALLO WINERY,6995,4.79,6.99,24896,119251.84,11834,82719.66,45057.54,2644.25,61966.91,-36532.17999999999,-44.16384206608198,0.4753374035989717,0.693655209009773
12546,JIM BEAM BRANDS COMPANY,4625,111.99,139.99,1064,119157.36000000002,360,52556.4,44656.94,284.05,123880.97,-66600.96000000002,-126.72283489736745,0.3383458646616541,0.441067173693677
3252,E & J GALLO WINERY,31497,7.28,10.99,16344,118984.31999999999,7628,80381.32,46704.58,1703.8300000000002,61966.91,-38602.999999999985,-48.02483960203687,0.4667156142927068,0.6755622925777112
17035,PERNOD RICARD USA,38668,12.98,19.99,9164,118948.72,3308,56154.92,23350.53,368.94,123780.22,-62793.8,-111.82243692983624,0.36097773897861196,0.47209352063645577
3252,E & J GALLO WINERY,34430,15.060000000000002,21.99,7896,118913.76,3791,79477.09,47934.13,420.49,61966.91,-39436.67,-49.6201735619661,0.48011651469098277,0.6683590696316389
17035,PERNOD RICARD USA,8369,24.26,32.99,4900,118874.0,2177,75796.23000000001,63635.73,1717.3200000000002,123780.22,-43077.76999999999,-56.83365782176764,0.4442857142857143,0.6376182344330973
9165,ULTRA BEVERAGE COMPANY LLP,5740,14.05,19.99,8456,118806.8,4290,82681.09999999999,69811.86,3383.85,68054.7,-36125.70000000001,-43.69281492384597,0.5073320719016083,0.6959290208977936
17035,PERNOD RICARD USA,3235,12.4,16.99,9580,118792.00000000001,5017,88349.82999999999,66140.51,3954.76,123780.22,-30442.170000000027,-34.456399067208196,0.5236951983298539,0.7437355209104988
9819,TREASURY WINE ESTATES,23229,10.339999999999998,14.99,11488,118785.92,8609,129048.91,66300.77,958.0,14836.57,10262.990000000005,7.952790922449485,0.7493906685236769,1.0863990446005722
12546,JIM BEAM BRANDS COMPANY,3732,11.930000000000001,15.99,9944,118631.92,4960,79310.4,50240.58,9115.82,123880.97,-39321.520000000004,-49.579273336157684,0.498793242156074,0.6685418224707144
4425,MARTIGNETTI COMPANIES,2245,26.66,36.99,4448,118583.68000000001,1926,75798.74,62714.0,1519.5700000000002,144929.24,-42784.94,-56.44545014864363,0.43300359712230213,0.6392004363500947
6213,MHW LTD,4413,1.44,1.99,82336,118563.84,38081,75781.19,22843.21,1980.64,9621.58,-42782.649999999994,-56.45550036889101,0.4625072872133696,0.6391593760795872
6359,OLE SMOKY DISTILLERY LLC,5893,1.53,1.9899999999999998,77452,118501.56,34010,67679.9,11999.7,1779.13,1922.0,-50821.66,-75.09121615132412,0.43911067499870887,0.5711308779394971
1590,DIAGEO CHATEAU ESTATE WINES,43245,6.59,9.95,17952,118303.68,8313,85764.87,50493.3,922.62,7259.75,-32538.809999999998,-37.93955497163349,0.4630681818181818,0.7249552169467594
8112,MOET HENNESSY USA INC,36262,11.18,19.99,10576,118239.68,4600,81214.0,33155.28,513.34,48347.26,-37025.67999999999,-45.59026768783706,0.434947049924357,0.6868590984008076
6785,PALM BAY INTERNATIONAL INC,13991,6.570000000000001,9.99,17996,118233.72,8657,86483.43000000001,40079.88,964.44,13605.41,-31750.289999999994,-36.71257025767825,0.48105134474327627,0.7314616337877216
7153,PINE STATE TRADING CO,2145,12.680000000000001,16.99,9324,118228.31999999999,4603,80827.96999999999,65978.48,3630.04,15884.82,-37400.350000000006,-46.27154436762424,0.49367224367224366,0.6836599725006665
1392,CONSTELLATION BRANDS INC,8475,1.23,1.79,95968,118040.64,46064,82454.56,10186.89,1294.53,79528.99,-35586.08,-43.1584135552964,0.4799933311103701,0.6985268802337906
9165,ULTRA BEVERAGE COMPANY LLP,4054,9.41,14.99,12544,118039.04000000001,5449,71778.51,52891.96,2134.9900000000002,68054.7,-46260.53000000001,-64.44899733917578,0.434390943877551,0.608091272175714
516,BANFI PRODUCTS CORP,22194,7.48,12.99,15772,117974.56000000001,7576,87156.24,37965.79,1696.0600000000002,8510.41,-30818.320000000007,-35.35985489966066,0.48034491503931015,0.7387714775117619
7239,REMY COINTREAU USA INC,2333,39.05,54.99,3020,117931.0,1348,67766.52,56348.79,1063.56,16978.67,-50164.479999999996,-74.02546272111951,0.4463576158940397,0.5746285539849574
9552,M S WALKER INC,42122,4.53,6.79,26028,117906.84,12299,102169.01,49459.340000000004,1370.99,55551.82,-15737.830000000002,-15.403721735191525,0.47252958352543417,0.8665231805042014
12546,JIM BEAM BRANDS COMPANY,2842,300.74,399.99,392,117890.08,56,24999.440000000002,21399.52,44.160000000000004,123880.97,-92890.64,-371.57088318778335,0.14285714285714285,0.21205719768788012
4425,MARTIGNETTI COMPANIES,29077,9.65,13.99,12208,117807.2,5637,81578.63,38019.94,628.03,144929.24,-36228.56999999999,-44.40938760555306,0.46174639580602883,0.6924757569995722
9165,ULTRA BEVERAGE COMPANY LLP,3289,46.5,59.99,2532,117738.0,1021,61249.79,43372.770000000004,804.7,68054.7,-56488.21,-92.22596518290104,0.4032385466034755,0.5202210841019892
17035,PERNOD RICARD USA,40053,5.99,9.99,19652,117715.48,9132,86268.68000000001,44548.21,1016.36,123780.22,-31446.79999999999,-36.45216317208051,0.46468552819051495,0.7328575646975233
1590,DIAGEO CHATEAU ESTATE WINES,14289,13.33,19.99,8828,117677.24,2977,47166.23,13803.43,333.5,7259.75,-70511.01000000001,-149.4946914349525,0.33722247394653376,0.4008101311689499
1128,BROWN-FORMAN CORP,1132,18.56,25.99,6336,117596.16,1046,27185.539999999997,19284.579999999998,409.82,68601.68,-90410.62000000001,-332.5687847289405,0.16508838383838384,0.23117710646334028
3960,DIAGEO NORTH AMERICA INC,2054,34.64,43.99,3392,117498.88,2249,98933.51000000001,75266.89,1773.53,257032.07,-18565.369999999995,-18.765502204460343,0.6630306603773585,0.8419953449769053
3960,DIAGEO NORTH AMERICA INC,1532,17.03,22.99,6896,117438.87999999999,3446,79849.54,29413.35,2713.45,257032.07,-37589.34,-47.07521170441307,0.49970997679814383,0.6799242295226249
9815,WINE GROUP INC,31349,4.72,7.990000000000001,24864,117358.08,11912,87842.88,50002.340000000004,1323.13,27100.41,-29515.199999999997,-33.599991257117246,0.4790862290862291,0.7485030429945685
8892,TRINCHERO FAMILY ESTATES,29128,3.97,5.99,29548,117305.56,13850,82961.5,41678.42,400.04,11595.97,-34344.06,-41.397588037824775,0.46872884797617437,0.7072256421605251
3089,SIDNEY FRANK IMPORTING CO,7224,11.59,15.99,10120,117290.8,8901,113995.99,64211.33,7014.27,8549.55,-3294.8099999999977,-2.8902858775997275,0.8795454545454545,0.9719090499851651
6785,PALM BAY INTERNATIONAL INC,5808,38.12,52.99,3076,117257.12,1422,73965.78,65791.36,1122.22,13605.41,-43291.34,-58.52887646152044,0.46228868660598177,0.6307999036646986
3252,E & J GALLO WINERY,31787,10.8,15.99,10852,117201.6,5277,89656.23,62183.399999999994,3957.75,61966.91,-27545.37000000001,-30.723319506073377,0.4862698120162182,0.7649744542736617
3252,E & J GALLO WINERY,31493,3.33,6.29,35192,117189.36,15240,90690.8,38018.92,1700.8500000000001,61966.91,-26498.559999999998,-29.218575643835976,0.4330529665833144,0.7738825436029346
9552,M S WALKER INC,22515,8.78,12.99,13340,117125.2,6032,79327.68000000001,43848.58,670.6700000000001,55551.82,-37797.51999999999,-47.64732814573676,0.45217391304347826,0.677289601213061
9165,ULTRA BEVERAGE COMPANY LLP,6206,8.02,12.99,14604,117124.08,6872,87751.28,69937.28,2690.62,68054.7,-29372.800000000003,-33.47278808924497,0.4705560120514927,0.7492163865876257
480,BACARDI USA INC,3472,11.1,16.99,10544,117038.4,4525,80317.75,61096.67,3567.94,89286.27,-36720.649999999994,-45.719221467234824,0.42915402124430957,0.6862512645422357
4425,MARTIGNETTI COMPANIES,25419,9.33,14.99,12544,117035.51999999999,5866,97287.34,46247.99,653.13,144929.24,-19748.179999999993,-20.29881791402663,0.46763392857142855,0.8312633634643568
8112,MOET HENNESSY USA INC,384,54.68,74.99,2140,117015.2,1064,76489.36,59991.63999999999,839.25,48347.26,-40525.84,-52.982323293069776,0.497196261682243,0.6536702924064566
3664,WILLIAM GRANT & SONS INC,3324,37.31,49.99,3136,117004.16,1292,66777.08,58788.65,1019.58,30234.420000000002,-50227.08,-75.21604718265608,0.4119897959183674,0.5707239810960567
12546,JIM BEAM BRANDS COMPANY,3951,1.83,2.49,63876,116893.08,26307,65504.43,25719.210000000003,1360.26,123880.97,-51388.65,-78.45064829966462,0.4118448243471726,0.5603790232920546
4425,MARTIGNETTI COMPANIES,8609,7.63,9.99,15320,116891.6,7178,79886.22,45546.23,796.89,144929.24,-37005.380000000005,-46.32260732827264,0.4685378590078329,0.6834213921274069
2000,SOUTHERN WINE & SPIRITS NE,15880,48.69,74.99,2400,116856.0,2,149.98,74.99,0.22,19016.59,-116706.02,-77814.3885851447,0.0008333333333333334,0.0012834599849387278
8892,TRINCHERO FAMILY ESTATES,28069,5.45,9.99,21440,116848.0,10099,94956.69,46772.340000000004,2259.38,11595.97,-21891.309999999998,-23.053994405238846,0.47103544776119405,0.8126513932630426
4425,MARTIGNETTI COMPANIES,21576,11.91,17.99,9808,116813.27999999998,4378,85060.22,44351.189999999995,486.78000000000003,144929.24,-31753.059999999983,-37.330093902884315,0.44637030995106036,0.7281725160016054
480,BACARDI USA INC,2329,38.45,54.99,3036,116734.2,1048,51489.520000000004,44283.990000000005,826.8000000000001,89286.27,-65244.67999999999,-126.71448481166652,0.3451910408432148,0.441083418569708
1590,DIAGEO CHATEAU ESTATE WINES,34431,10.32,17.99,11304,116657.28,5055,86061.45,46735.58,562.02,7259.75,-30595.83,-35.55114397909866,0.4471868365180467,0.7377289269902401
17035,PERNOD RICARD USA,9147,36.22,49.99,3220,116628.4,853,46970.47,33831.880000000005,672.25,123780.22,-69657.93,-148.30153924369927,0.26490683229813666,0.4027361260207634
7239,REMY COINTREAU USA INC,5107,10.14,13.99,11496,116569.44,5158,78658.42,49182.73,4063.64,16978.67,-37911.020000000004,-48.19702709512853,0.4486778009742519,0.6747773687511924
9165,ULTRA BEVERAGE COMPANY LLP,12368,7.09,10.99,16436,116531.24,7611,82313.89,41230.64,847.66,68054.7,-34217.350000000006,-41.569351175117596,0.4630688732051594,0.7063675800583603
9819,TREASURY WINE ESTATES,15619,3.35,5.99,34716,116298.6,16051,90214.49,45163.91,1789.3300000000002,14836.57,-26084.11,-28.913437298154655,0.4623516534162922,0.7757143250219694
3252,E & J GALLO WINERY,5133,7.140000000000001,12.99,16284,116267.76000000001,5564,51928.36,29080.98,4383.13,61966.91,-64339.40000000001,-123.90031189122863,0.34168508965856054,0.44662733676128274
2242,DELICATO VINEYARDS INC,24552,6.700000000000001,12.99,17292,115856.40000000001,7198,72772.02,34915.5,802.14,7982.65,-43084.380000000005,-59.204595392569836,0.4162618551931529,0.6281225724258651
2000,SOUTHERN WINE & SPIRITS NE,21859,8.49,13.99,13640,115803.59999999999,6257,82836.43000000001,33539.71,698.53,19016.59,-32967.169999999984,-39.79791258507879,0.4587243401759531,0.7153182629900972
2242,DELICATO VINEYARDS INC,16318,7.790000000000001,11.99,14864,115790.56,7138,87816.62,46918.04,793.72,7982.65,-27973.940000000002,-31.854949552829524,0.48022066738428415,0.7584091483796261
9165,ULTRA BEVERAGE COMPANY LLP,3764,20.76,28.99,5576,115757.76000000001,2121,59869.78999999999,52076.59,829.26,68054.7,-55887.970000000016,-93.34919998884249,0.38038020086083213,0.5171989333587657
8673,STE MICHELLE WINE ESTATES,14972,21.470000000000002,32.99,5388,115680.36,2058,68021.42,34279.62,228.96,15919.7,-47658.94,-70.06460611966054,0.3819599109131403,0.5880118284555822
9165,ULTRA BEVERAGE COMPANY LLP,6980,13.96,18.99,8284,115644.64,4225,84457.75,72523.72,3333.2000000000003,68054.7,-31186.89,-36.926025142748884,0.5100193143408981,0.7303213534150826
8920,TAKARA SAKE USA INC,8621,4.59,6.29,25180,115576.2,11725,73750.25,35280.61,9233.37,232.99,-41825.95,-56.71296029504984,0.46564733915806195,0.6381093166240108
9165,ULTRA BEVERAGE COMPANY LLP,9116,18.51,24.99,6240,115502.40000000001,248,6197.5199999999995,2748.8999999999996,12.780000000000001,68054.7,-109304.88,-1763.6874104480505,0.03974358974358974,0.053657066866143036
4425,MARTIGNETTI COMPANIES,35411,4.69,6.99,24620,115467.8,12219,92738.81,41102.950000000004,1361.92,144929.24,-22728.990000000005,-24.508606483089448,0.4963038180341186,0.8031573304419067
8352,LUXCO INC,15156,8.84,14.49,13060,115450.4,6125,91039.75,62227.12,2756.25,10261.6,-24410.649999999994,-26.813177760264058,0.46898928024502295,0.788561581423711
8664,"STOLI GROUP,(USA) LLC",15146,12.92,19.99,8932,115401.44,3911,76541.89,43640.78999999999,434.68,18544.49,-38859.55,-50.76899721185354,0.4378638602776534,0.6632663335916779
3664,WILLIAM GRANT & SONS INC,4235,7.57,9.99,15244,115397.08,4706,47012.94,33616.35,1844.52,30234.420000000002,-68384.14,-145.4581228061891,0.30871162424560483,0.40740146977722486
4425,MARTIGNETTI COMPANIES,17756,9.8,15.99,11760,115248.0,5450,86867.5,52567.03,604.8100000000001,144929.24,-28380.5,-32.67102195873025,0.46343537414965985,0.7537440996806886
3252,E & J GALLO WINERY,6755,10.34,14.99,11144,115228.95999999999,5225,78322.75,44235.49,3918.75,61966.91,-36906.20999999999,-47.120676942523076,0.46886216798277097,0.6797141100639978
1128,BROWN-FORMAN CORP,1906,19.69,25.99,5852,115225.88,2906,66826.94,46819.64,2289.76,68601.68,-48398.94,-72.42429475298435,0.4965823650034176,0.5799646746026154
9815,WINE GROUP INC,41711,3.22,4.99,35784,115224.48,17199,93518.01000000001,49792.87,1912.03,27100.41,-21706.469999999987,-23.211005024593643,0.48063380281690143,0.811615812889761
4425,MARTIGNETTI COMPANIES,15233,29.210000000000004,49.99,3944,115204.23999999999,1589,74119.11,38306.810000000005,176.70000000000002,144929.24,-41085.12999999999,-55.43122414718687,0.4028904665314402,0.643371372442542
1392,CONSTELLATION BRANDS INC,4386,34.34,49.99,3352,115107.68,1273,59077.270000000004,47804.670000000006,1004.26,79528.99,-56030.40999999999,-94.84258497388248,0.37977326968973746,0.5132348249916948
660,SAZERAC NORTH AMERICA INC.,5606,7.19,9.99,15948,114666.12,7583,75754.17,5654.34,13932.460000000001,17932.33,-38911.95,-51.36608321363695,0.4754828191622774,0.6606499810057234
17035,PERNOD RICARD USA,6596,5.969999999999999,11.989999999999998,19200,114624.0,8931,96475.69,49000.74,994.03,123780.22,-18148.309999999998,-18.811277742610596,0.46515625,0.8416709415131212
6785,PALM BAY INTERNATIONAL INC,25603,11.4,17.99,10052,114592.8,4604,81971.95999999999,43773.42,511.77000000000004,13605.41,-32620.84000000001,-39.79512018499987,0.4580183048149622,0.715332551434296
8004,SAZERAC CO INC,5087,9.35,15.99,12244,114481.40000000001,4288,60397.12,43864.83,3380.1800000000003,50293.62,-54084.280000000006,-89.54777976168401,0.3502123489055864,0.5275714657577563
9165,ULTRA BEVERAGE COMPANY LLP,19989,5.26,7.99,21764,114478.64,9847,69136.53,18118.16,1103.63,68054.7,-45342.11,-65.58343324433552,0.452444403602279,0.6039251514518341
12546,JIM BEAM BRANDS COMPANY,1347,31.24,39.99,3664,114463.36,2262,90457.38,74901.27,1784.2,123880.97,-24005.979999999996,-26.538442745080605,0.61735807860262,0.7902736736017535
3252,E & J GALLO WINERY,19545,5.29,7.989999999999999,21620,114369.79999999999,9743,77846.57,41635.89,1083.71,61966.91,-36523.22999999998,-46.91694187682255,0.4506475485661425,0.6806566943371416
4425,MARTIGNETTI COMPANIES,32090,11.68,18.99,9768,114090.23999999999,4537,96257.62999999999,59703.88,503.17,144929.24,-17832.61,-18.525918412909192,0.4644758394758395,0.8436973224002333
4425,MARTIGNETTI COMPANIES,26708,44.82,64.99,2544,114022.08,435,24531.15,4395.62,48.74,144929.24,-89490.93,-364.8052781871212,0.17099056603773585,0.21514385634782318
9744,FREDERICK WILDMAN & SONS,26885,13.07,19.99,8720,113970.40000000001,3934,80428.65999999999,40915.99,437.66,3999.93,-33541.74000000002,-41.7037160634033,0.45114678899082566,0.7056977952170036
11567,CAMPARI AMERICA,4480,9.92,12.99,11488,113960.96,5840,82485.6,66526.94,4606.09,20964.81,-31475.36,-38.15861192741521,0.5083565459610028,0.7238057664659898
1392,CONSTELLATION BRANDS INC,15892,3.37,4.99,33804,113919.48,15691,82506.09,39241.520000000004,1748.27,79528.99,-31413.39,-38.0740258082767,0.46417583717903205,0.7242491802104434
17033,SEA BREEZE CELLARS LLC,36284,7.890000000000001,14.99,14372,113395.08,6127,97729.73,46922.049999999996,682.4300000000001,549.55,-15665.350000000006,-16.02925742248547,0.42631505705538547,0.8618515900337121
2000,SOUTHERN WINE & SPIRITS NE,11238,13.24,20.99,8564,113387.36,3786,80404.14,47182.89,420.38,19016.59,-32983.22,-41.02179315642205,0.4420831387202242,0.7091102570868569
9744,FREDERICK WILDMAN & SONS,6692,6.68,11.99,16964,113319.52,6942,77234.74,32516.72,774.62,3999.93,-36084.78,-46.72091859181503,0.40921952369724124,0.6815660708764033
1392,CONSTELLATION BRANDS INC,38348,9.26,13.99,12224,113194.24,5628,79327.72,42088.270000000004,626.24,79528.99,-33866.520000000004,-42.69191147810627,0.46040575916230364,0.700810571279952
17035,PERNOD RICARD USA,1339,35.38,47.99,3196,113074.48,1534,72854.66,51857.08,1610.7,123780.22,-40219.81999999999,-55.20555582854959,0.4799749687108886,0.6443068320986309
9819,TREASURY WINE ESTATES,25538,8.27,11.99,13648,112868.95999999999,6063,72695.37,32996.48,676.14,14836.57,-40173.59,-55.2629280241644,0.4442409144196952,0.6440687501683368
8673,STE MICHELLE WINE ESTATES,39648,9.03,14.99,12480,112694.4,5819,88953.81,45803.159999999996,647.5500000000001,15919.7,-23740.589999999997,-26.688671345274585,0.46626602564102565,0.7893365597580714
1392,CONSTELLATION BRANDS INC,27808,4.54,7.99,24820,112682.8,12004,95633.96,40527.53,1339.03,79528.99,-17048.839999999997,-17.827181892290138,0.4836422240128928,0.8487006002690739
9552,M S WALKER INC,25561,7.14,10.49,15780,112669.2,7890,78849.1,18775.22,885.1,55551.82,-33820.09999999999,-42.892182662833164,0.5,0.6998283470549184
3252,E & J GALLO WINERY,36623,19.72,28.99,5712,112640.64,2532,74062.68,33955.369999999995,282.15000000000003,61966.91,-38577.96000000001,-52.08825821587878,0.4432773109243697,0.6575129544718495
3960,DIAGEO NORTH AMERICA INC,7891,35.96,49.99,3132,112626.72,1352,59836.48,53208.17,1066.93,257032.07,-52790.24,-88.22417361449068,0.43167305236270753,0.531281386868054
4425,MARTIGNETTI COMPANIES,39979,7.84,14.989999999999998,14364,112613.76,6811,84873.89,45071.91,1522.98,144929.24,-27739.869999999995,-32.68363215118335,0.47417153996101363,0.753672464181997
8352,LUXCO INC,1897,18.24,24.99,6172,112577.28,685,17118.149999999998,12345.06,540.22,10261.6,-95459.13,-557.6486360967746,0.1109850939727803,0.15205688039362825
9165,ULTRA BEVERAGE COMPANY LLP,7725,6.07,8.99,18524,112440.68000000001,8171,81628.29,28301.670000000002,912.72,68054.7,-30812.390000000014,-37.74719524321778,0.44110343338371844,0.7259675946463503
9552,M S WALKER INC,5195,4.72,10.99,23796,112317.12,11190,90994.1,62572.93,8817.95,55551.82,-21323.01999999999,-23.43340941885242,0.4702471003530005,0.810153429860025
17035,PERNOD RICARD USA,6535,7.139999999999999,12.99,15728,112297.92000000001,6901,84312.99,59419.42,763.92,123780.22,-27984.930000000008,-33.19171814449945,0.43877161749745675,0.7507974324012412
17035,PERNOD RICARD USA,8027,1.55,1.99,72404,112226.2,33213,66093.87,26375.46,1718.08,123780.22,-46132.33,-69.79819762407618,0.45871775040053037,0.5889344021271326
11567,CAMPARI AMERICA,1781,37.59,49.99,2984,112168.56,1780,94392.2,41891.96,1403.29,20964.81,-17776.36,-18.832445901250317,0.596514745308311,0.8415210108786276
9744,FREDERICK WILDMAN & SONS,2047,25.36,34.99,4416,111989.76,2065,72754.35,62192.36,1629.1200000000001,3999.93,-39235.40999999999,-53.92861045422024,0.4676177536231884,0.6496518074509671
3252,E & J GALLO WINERY,7262,3.59,5.49,31192,111979.28,14585,80071.65000000001,54296.1,1615.25,61966.91,-31907.62999999999,-39.84884787562138,0.46758784303667605,0.7150577321090117
4425,MARTIGNETTI COMPANIES,16931,109.93,165.99,1016,111688.88,283,46975.170000000006,18092.91,31.580000000000002,144929.24,-64713.71,-137.76152380076536,0.2785433070866142,0.4205894982562275
9165,ULTRA BEVERAGE COMPANY LLP,6608,62.96,89.99,1772,111565.12,769,66992.31,55143.68,606.79,68054.7,-44572.81,-66.53421862897399,0.4339729119638826,0.6004771921546807
3960,DIAGEO NORTH AMERICA INC,3458,15.14,19.99,7364,111490.96,5365,107586.34999999999,69291.42,4228.24,257032.07,-3904.610000000015,-3.629280108489614,0.7285442694187941,0.9649782368005441
6785,PALM BAY INTERNATIONAL INC,33334,6.2,8.99,17960,111352.0,8397,75489.03,40365.1,243.18,13605.41,-35862.97,-47.507525265591575,0.46753897550111356,0.6779315144766147
4425,MARTIGNETTI COMPANIES,45885,12.98,19.99,8576,111316.48,3858,77121.42,44817.579999999994,428.29,144929.24,-34195.06,-44.3392510148283,0.44986007462686567,0.6928122412782007
17035,PERNOD RICARD USA,6975,4.79,7.990000000000001,23228,111262.12,10974,77755.56,35703.75,1222.58,123780.22,-33506.56,-43.09217244400272,0.47244704666781473,0.6988502466068416
9815,WINE GROUP INC,41713,3.2200000000000006,4.99,34552,111257.44,16476,88573.24,43847.72,1834.28,27100.41,-22684.199999999997,-25.610669768882786,0.4768464922435749,0.7961107140340458
9815,WINE GROUP INC,23516,7.58,12.99,14652,111062.15999999999,6538,73900.62,45118.24,725.53,27100.41,-37161.53999999999,-50.28582980765248,0.4462189462189462,0.6653987280636358
6785,PALM BAY INTERNATIONAL INC,3929,31.15,49.99,3564,111018.6,1678,69155.22,60035.46000000001,1323.89,13605.41,-41863.380000000005,-60.53538691656249,0.4708193041526375,0.622915619544833
11567,CAMPARI AMERICA,4818,7.51,9.99,14780,110997.8,7500,98517.0,75442.68000000001,5912.27,20964.81,-12480.800000000003,-12.668676472080964,0.5074424898511503,0.8875581317827921
9165,ULTRA BEVERAGE COMPANY LLP,7992,5.55,6.99,19996,110977.8,7866,54983.340000000004,33719.76,400.61,68054.7,-55994.46,-101.83895703680423,0.393378675735147,0.4954444943042663
1128,BROWN-FORMAN CORP,1064,18.389999999999997,26.99,6032,110928.48,4450,103137.5,71745.08,3506.96,68601.68,-7790.979999999996,-7.553974063749845,0.7377320954907162,0.9297657373471628
4425,MARTIGNETTI COMPANIES,37541,19.17,27.989999999999995,5784,110879.28,1691,88342.09,60064.520000000004,187.23,144929.24,-22537.190000000002,-25.511271014756392,0.2923582295988935,0.7967411945676415
4425,MARTIGNETTI COMPANIES,24493,14.76,23.99,7512,110877.12,5623,133958.77,64040.49,626.49,144929.24,23081.649999999994,17.23041350708132,0.7485356762513312,1.208173246202643
9552,M S WALKER INC,38476,15.890000000000002,26.99,6976,110848.64,2534,62639.659999999996,33657.38,281.65000000000003,55551.82,-48208.98,-76.96239091974638,0.3632454128440367,0.5650918225067985
1392,CONSTELLATION BRANDS INC,33683,10.38,17.99,10676,110816.88,5047,92195.53,52420.42999999999,1127.23,79528.99,-18621.350000000006,-20.19767118861403,0.4727426002248033,0.8319628742480387
10000,MAJESTIC FINE WINES,17168,5.99,9.99,18500,110815.0,8867,89693.33,55707.18,983.7900000000001,17587.59,-21121.67,-23.548763324987483,0.4792972972972973,0.809397013039751
1392,CONSTELLATION BRANDS INC,15889,5.95,8.99,18624,110812.8,8423,85406.77,48054.15,1881.77,79528.99,-25406.03,-29.74709147764281,0.4522658934707904,0.7707301864044587
9165,ULTRA BEVERAGE COMPANY LLP,32832,20.68,29.990000000000002,5352,110679.36,4432,134615.68,57317.159999999996,494.37,68054.7,23936.319999999992,17.7812272686213,0.828101644245142,1.2162672426006076
4425,MARTIGNETTI COMPANIES,40621,10.52,17.99,10516,110628.31999999999,4121,77947.79,47295.119999999995,457.49,144929.24,-32680.53,-41.9261790488223,0.3918790414606314,0.7045916452496069
9165,ULTRA BEVERAGE COMPANY LLP,24151,7.33,10.99,15092,110624.36,9700,106603.0,58268.98,1078.65,68054.7,-4021.3600000000006,-3.7722765775822444,0.6427246223164591,0.9636485128591931
6785,PALM BAY INTERNATIONAL INC,6828,6.62,10.99,16708,110606.95999999999,8019,84153.81,44674.61,892.0,13605.41,-26453.149999999994,-31.434286813633268,0.4799497246827867,0.7608364790063844
9165,ULTRA BEVERAGE COMPANY LLP,24826,133.33,199.99000000000004,828,110397.24,211,42197.89,17399.13,23.66,68054.7,-68199.35,-161.61791501897372,0.25483091787439616,0.38223682041326396
12546,JIM BEAM BRANDS COMPANY,2816,34.61,44.99,3188,110336.68,1388,64770.12,53460.54,1094.92,123880.97,-45566.55999999999,-70.35120515447554,0.4353826850690088,0.5870225567780362
12546,JIM BEAM BRANDS COMPANY,1836,21.73,29.99,5076,110301.48,2018,63559.82,54802.61,1591.92,123880.97,-46741.659999999996,-73.5396355748018,0.3975571315996848,0.5762372363453329
8664,"STOLI GROUP,(USA) LLC",1365,6.05,7.989999999999999,18220,110231.0,10006,79947.94,51423.64,508.69,18544.49,-30283.059999999998,-37.878474417227004,0.5491767288693743,0.7252763741597191
12546,JIM BEAM BRANDS COMPANY,3197,15.320000000000002,20.99,7192,110181.44,4718,91180.81999999999,61942.34,8672.02,123880.97,-19000.62000000001,-20.838395618727724,0.6560066740823137,0.8275515368105553
2242,DELICATO VINEYARDS INC,12069,5.33,7.989999999999999,20668,110160.44,9819,82209.25,42093.840000000004,1093.54,7982.65,-27951.190000000002,-34.00005473836582,0.47508225275788657,0.746268351869328
6785,PALM BAY INTERNATIONAL INC,5705,15.990000000000002,19.99,6884,110075.16,3272,65407.28,52033.969999999994,2580.02,13605.41,-44667.880000000005,-68.29190879058112,0.47530505520046484,0.5942056318609938
6785,PALM BAY INTERNATIONAL INC,14975,4.07,6.99,27044,110069.08,12461,89642.39,44877.8,1387.0,13605.41,-20426.690000000002,-22.786864562624896,0.4607676379233841,0.8144193628219659
4380,CHARLES JACQUIN ET CIE INC,5185,14.61,19.99,7516,109808.76,4140,80716.59999999999,61490.42999999999,7610.89,1675.39,-29092.160000000003,-36.04235064410544,0.5508249068653539,0.7350652170191158
3924,HEAVEN HILL DISTILLERIES,9109,0.76,0.99,144372,109722.72,64192,63550.08,13559.039999999999,3354.2,14069.87,-46172.64,-72.65551829360403,0.4446291524672374,0.5791879749244276
9165,ULTRA BEVERAGE COMPANY LLP,7728,6.07,8.99,18068,109672.76000000001,7914,79060.86,31158.81,883.6,68054.7,-30611.90000000001,-38.71941185562617,0.4380119548372814,0.7208796423104515
8892,TRINCHERO FAMILY ESTATES,17162,6.12,9.99,17876,109401.12,8075,77214.25,44609.46,896.95,11595.97,-32186.869999999995,-41.68514231505194,0.4517229805325576,0.7057903063515255
